Name,"3 potential customers in US ",Address,City,Cohort,Company Analysis,Company key,Country,Description,Duplicated,Elevator Pitch,Founder,Founding Year,Funding objective,Funding raised (euros),Industry,Last edited time,LinkedIn Profile,Linkedin Page,Logo,One Pager (pdf),P. IVA,Participants,Participants' City,Phase,Pitch Deck,Pitch Deck URL,Plan to raise capital in the US?,Program,Province,Region,"Relevant Info ",Rollup,Rollup 1,Team Size,Topic Group,Total Funding,Website,ZIP Code
Climate Standard,,,,C11 - AI in Game Dev / Immersive Technologies / Metaverse,,climatestandard,,"Climate Standard automates External Audits with an AI-powered verification platform backed by First-class auditors. We want to make it easier to obtain mandatory ISO certifications for companies that will use green declarations starting in 2026. We make audits easier, faster and cheaper than traditional verification bodies. Our revenue comes from audits conducted within our platform. We are launching the platform in March, but we have contracts with consortia, consulting firms and ESG platforms.",No,,,,,,,"April 30, 2025 4:42 PM",,,,,,,,2-No SF,,,,Startup Bootcamp,,,,,,,,,https://climatestandard.net/,
Aqtec srl,,,,C11 - AI in Game Dev / Immersive Technologies / Metaverse,,aqtecsrl,,"AQTEC is a small enterprise company specialized in developing custom software solutions, particularly for the agri-tech sector. Our aim is to offer solutions to reduce environmental impact and optimize resource use. AQTEC has a unique know-how in the sector ensuring the high quality of its services. Our revenue comes from R&D Fundings. Currently, we are committed to driving an ambitious project: applying circular economy principles to the agri-food sector.",No,,,,,,,"April 30, 2025 4:42 PM",,,,,,,,2-No SF,,,,Startup Bootcamp,,,,,,,,,https://aqtec.it,
Next Digital Platform Srl,,,,C11 - AI in Game Dev / Immersive Technologies / Metaverse,,nextdigitalplatformsrl,,NDP is an innovative startup focused on digital payments. We want to make able retail customers to pay for products and services with the payment instrument that they consider most appropriate and not with the one requested by the merchants (Point of Buy Wallet). We address Payment Service Providers who want to change the schemes. We offer our solution as a product (License) or Service (SaaS). Our business model is based on the number of active Wallets.,No,,,,,,,"April 30, 2025 4:43 PM",,,,,,,,2-No SF,,,,Startup Bootcamp,,,,,,,,,https://www.nextdigitalplatform.eu,
Tuidi,,,,C11 - AI in Game Dev / Immersive Technologies / Metaverse,,tuidi,,"Tuidi is a startup that develops ML-based software. We aim to solve demand forecasting inefficiencies for food retailers. We offer software, distinguished by speed both of integration and personalization. Our revenue comes from direct selling (set up + monthly recurring fees). Currently, we have 15 clients and +900k in ARR.",No,,,,,,,"April 30, 2025 4:44 PM",,,,,,,,2-No SF,,,,Startup Bootcamp,,,,,,,,,https://www.tuidi.ai/,
Admind,,,,C11 - AI in Game Dev / Immersive Technologies / Metaverse,,admind,,"Admind is a technology-driven company offering a proprietary AI-based SaaS platform for marketing management. We also develop customized AI-powered software tailored to unique business needs. Serving mainly SMEs, we deliver pre-built and bespoke tools with a focus on data security. Our revenue comes from licensing, subscriptions, and custom projects, supporting 70,000+ active users and managing a dozen simultaneous projects across diverse sectors.",No,,,,,,,"April 30, 2025 4:46 PM",,,,,,,,2-No SF,,,,Startup Bootcamp,,,,,,,,,https://www.admind.ai,
Metacasa,,,,C11 - AI in Game Dev / Immersive Technologies / Metaverse,,metacasa,,"Metacasa is a digital platform accelerating the decarbonization of residential properties by simplifying and scaling energy retrofits. Our SaaS-enabled marketplace connects homeowners, real estate agents, and professionals, streamlining project management, cost estimation, and execution. With 350K ARR and over €2M in marketplace transactions, we are expanding across Italy and preparing for European growth.",No,,,,,,,"April 30, 2025 4:47 PM",,,,,,,,2-No SF,,,,Startup Bootcamp,,,,,,,,,https://www.metacasa.ai,
Planet Srl.,,,,C11 - AI in Game Dev / Immersive Technologies / Metaverse,,planetsrl.,,"Planet Srl is a pioneering company specializing in carbon farming and ecosystem regeneration in arid, water-scarce environments. Leveraging innovative technologies like the Mangrove Technology Platform (MTP), Planet addresses the challenges of climate change, water scarcity, and sustainable agriculture. The MTP combines advanced desalination, vertical farming, and IoT systems to grow high-quality seedlings efficiently using minimal resources such as saltwater and solar energy.",No,,,,,,,"April 30, 2025 4:47 PM",,,,,,,,2-No SF,,,,Startup Bootcamp,,,,,,,,,https://nogreenwithoutblue.it/,
Brandplane,,,,C11 - AI in Game Dev / Immersive Technologies / Metaverse,,brandplane,,"Brandplane is a B2B SaaS platform that uses machine learningto automate content marketing for startups, agencies, andenterprises.One centralized platform that helps to create unique andeffective strategies in minutes, saving everyone's time andmoney",No,,,,,,,"April 30, 2025 4:48 PM",,,,,,,,2-No SF,,,,Startup Bootcamp,,,,,,,,,https://www.brandplane.co/,
Laizy,,,,C11 - AI in Game Dev / Immersive Technologies / Metaverse,,laizy,,"Laizy helps employees master AI tools through smart automation, boosting efficiency and productivity.",No,,,,,,,"April 30, 2025 4:48 PM",,,,,,,,2-No SF,,,,Startup Bootcamp,,,,,,,,,https://laizy.co/,
RELLAI,,,,C11 - AI in Game Dev / Immersive Technologies / Metaverse,,rellai,,"RELLAI is a B2B tech startup that simplifies operations for home renovation contractors. We solve inefficiencies, late payments, and disputes for small to medium-sized contractors managing home renovation projects. We offer a platform that integrates escrow payment tracking, project management, and AI-powered cost predictions, uniquely designed for this underserved market. Our revenue comes from subscription fees and transaction fees on payments. We have 10 paying customers with 16K ARR.",No,,,,,,,"April 30, 2025 4:49 PM",,,,,,,,2-No SF,,,,Startup Bootcamp,,,,,,,,,https://www.rellai.com,
ICONN TECH srl,,,,C11 - AI in Game Dev / Immersive Technologies / Metaverse,,iconntechsrl,,"Correlist is a SAAS that helps hospitality Accommodation and services provider to improve the hospitality experience for the customers and revenues for the companies. We aim to solve the discrepancy of the informations that allowed the business to generate cash flow, our target customers are all hospitality providers. We offer contactless nano web site, distinguished by a new era of PDF. Our revenue comes from subscriptions rev model. Currently, we have more than 1000 customers.",No,,,,,,,"April 30, 2025 5:49 PM",,,,,,,,2-No SF,,,,Startup Bootcamp,,,,,,,,,https://correlist.com/en/,
Prestatech,,,,CDP,,prestatech,,"Prestatech is an innovative fintech company that aims to revolutionize financial-data
automation through advanced artificial intelligence and machine learning. Their intelligent
platform for digital credit and embedded finance automates data collection, lending
processes, and embedded-finance solutions - boosting efficiency and ensuring compliance.

Key products:

- Intelligent Document Automation: Using computer vision, Prestatech extracts and
captures data from financial documents, transforming it into structured datasets for
immediate onboarding and credit assessment.
- Cash-Flow Analysis: Integrates credit-decisioning solutions based on cash-flow data and
provides instant loans for retail and SME clients.",No,,Christian Nothacker,,,,Fintech,"May 29, 2025 7:35 PM",,,"DB%20Companies/PRESTATECH_Logo-03-MacBook_Air_von_Christian.png, DB%20Companies/PRESTATECH_Logo.pdf, DB%20Companies/PRESTATECH_Logo.png",,,Christian Nothacker (https://www.notion.so/Christian-Nothacker-20265d57c00980459b00f2046d7772ef?pvs=21),,,,,,CDP,,"Berlin, Milan",,Christian Nothacker,https://www.linkedin.com/in/nothacker/,26,,€9.90,http://www.prestatech.com,
Covision media,,,,CDP,,covisionmedia,,"Covision is revolutionizing 3D modeling through proprietary, advanced photometry
technologies that automatically generate fully lit, photorealistic 3D models without any manual
post-production. Compared to traditional photogrammetry, Covision’s solution delivers superior
geometric accuracy and visual quality while reducing both time and operational complexity .
Key applications include:
- Immersive e-commerce: realistic models for engaging online shopping experiences
- Industrial quality control: a high-fidelity visual verification system
- Design & engineering: rapid creation and iteration of new products

Covision aims for full automation of the 3D-image pipeline, leveraging artificial intelligence to
optimize processes and outputs. The technology is scalable and adaptable across multiple
industries - manufacturing, automotive, fashion, gaming, and cinema - positioning the
company as a key player in the digital transformation of 3D visualization.",No,,Franz Tschimben,,,,3D modeling,"June 9, 2025 7:44 PM",,,DB%20Companies/Covision_Media_Schutzzone_CMYK.pdf,,,Franz Tschimben (https://www.notion.so/Franz-Tschimben-20765d57c00980a6a16ee72c696b1c66?pvs=21),,,,,,CDP,,Bressanone,,Franz Tschimben,https://www.linkedin.com/in/franz-tschimben/,10,,€5.50,,
Shop Circle,,,,CDP,,shopcircle,,"Shop Circle is a technology platform founded in 2021 (operational since 2022) that
aggregates and develops SaaS applications dedicated to e-commerce. Its mission is to build
an integrated portfolio of digital tools that help businesses create, manage, optimize, and scale
their online stores. The company employs an inorganic growth strategy based on a highly
automated, data-driven serial M&A model. Acquisitions are financed through a blend of equity
and structured debt facilities. Ideal targets are SaaS solutions with strong growth potential,
high profitability (especially robust EBITDA margins), and reasonable acquisition multiples.
With this approach, Shop Circle positions itself as the first “vertical app store” for digital
merchants, uniting complementary technologies into a single suite to boost digital-store
performance.",No,,Gian Maria Gramondi,,,,ECOMMERCE,"June 9, 2025 7:45 PM",,,DB%20Companies/Shop_Circle.svg,,,Gian Maria Gramondi (https://www.notion.so/Gian-Maria-Gramondi-20765d57c00980b9b719deb2fad24dee?pvs=21),,,,,,CDP,,UK (Italian Branch),,Gian Maria Gramondi,https://www.linkedin.com/in/gianmariagramondi/,164,,€200.00,,
BKN301,,,,CDP,,bkn301,,"BKN301 is a fintech-as-a-service provider that empowers financial institutions, enterprises,
and startups in emerging markets to offer digital banking and payment services quickly,
scalably, and compliantly . Founded to democratize access to digital financial infrastructure,
BKN301 delivers a modular, API-first platform that lets clients launch fintech solutions - wallets,
cards, IBAN, acquiring services, and payment tools - without building infrastructure from
scratch.
The platform especially targets countries with low banking penetration, offering a fully
customizable, white-label suite already compliant with local and international regulations.
Backed by a robust technology stack and regulated licenses (e-money, issuing, acquiring),
BKN301 drastically reduces time-to-market for digital finance providers. It positions itself as an
enabler of fintech ecosystems across Southeast Europe, the Middle East, and Africa,
contributing to the growth of digital finance in developing markets.",No,,"Stiven Muccioli,Diego Frisoni,Luca Bertozzi",,,,Fintech,"June 9, 2025 7:44 PM",,,"DB%20Companies/BKN301-Group_hor-for-dark-bg.png, DB%20Companies/BKN301-Group_hor-for-white-bg.png",,,"Stiven Muccioli (https://www.notion.so/Stiven-Muccioli-20765d57c00980af9b91e966a074600e?pvs=21), Diego Frisoni (https://www.notion.so/Diego-Frisoni-20d65d57c009800a8dadf6355ec25bc0?pvs=21), Luca Bertozzi (https://www.notion.so/Luca-Bertozzi-20d65d57c009808ab623d6b187b080b7?pvs=21)",,,,,,CDP,,San Marino,,"Stiven Muccioli,Diego Frisoni,Luca Bertozzi","https://www.linkedin.com/in/stivenmuccioli/,https://www.linkedin.com/in/diego-frisoni-6a3375147/,https://www.linkedin.com/in/luca-bertozzi-16a6402/",80,,€40.00,,
WholeTech,,Campania,Napoli,C13 - LifeSciences / BioTech / Longevity,,wholetech,,"WholeTech is a healthtech startup developing AI-powered solutions to improve access to dermatological care. Our flagship product, Skinner, uses explainable AI to detect scalp diseases, recommend treatments, and connect users with local specialists. We aim to make dermatology more accessible, inclusive, and effective—empowering individuals and supporting healthcare providers worldwide.",No,,Gabriele Lodato,2024,"40,000",,HealthTech,"March 18, 2026 6:28 PM",,,DB%20Companies/Wholetech.png,DB%20Companies/One_Pager_WholeTech.docx,6267040654,Gabriele Lodato (https://www.notion.so/Gabriele-Lodato-1fc65d57c009802b8711ebfe6720e8f9?pvs=21),,2-SF,DB%20Companies/Whole_Tech_pitch_2703_20250606_112049_0000_compressed.pdf,,,"SMEs Traction, Startup Acceleration",NA,Campania,,Gabriele Lodato,https://www.linkedin.com/in/gabrielelodato/,,,,https://www.wholetech.eu,80100
NeuroSyntek,,,,C13 - LifeSciences / BioTech / Longevity,,neurosyntek,,"NeuroSyntekPharma CellOptimiser (FACS on a chip) is a scalable, high-throughput parallel cell sorting platform for direct processing of tens of billons cells - in cancer and autoimmune therapies. CellOptimizer is a fluorescence or morphology-directed sorting system that biological cells non invasively, with ultra-high speed and precision. It processes own sterile, disposable cell cultures cartridges. Revenue model: sale of equipment and services An additional microfluidics module – CellOptimiz",No,,Victor Boksha,2008,,,Biotech,"September 16, 2025 11:19 AM",,,,,,Victor Boksha (https://www.notion.so/Victor-Boksha-1fc65d57c00980fbbcb0f8c6e367d79c?pvs=21),,2-SF,,,,Startup Acceleration,,Veneto,,Victor Boksha,,,,,https://neurosyntek.com,
Builtdifferent,,,,C13 - LifeSciences / BioTech / Longevity,,builtdifferent,,"Builtdifferent is the all-in-one integrated platform that provides personalized training and nutrition, created by qualified professionals and optimized with proprietary algorithms and scalable processes. We break down the cost barrier of a customized journey with dietitians and physical health professionals in an all-in-one groundbreaking platform. Our revenue comes from subscriptions. Currently we have +3600 Paying customer, 57k MRR. 410k revenue in 2024 (+350% from first year).",No,,"Stefano Tazio,Riccardo Pirlea",2022,"300,000",,Sport and Fitness,"June 13, 2025 12:41 AM",,,DB%20Companies/Builtdifferent.png,DB%20Companies/ONE_PAGER_INNOVIT_-_Builtdifferent.pdf,12754200017,"Stefano Tazio (https://www.notion.so/Stefano-Tazio-1fc65d57c0098013af4ac964bca08add?pvs=21), Riccardo Pirlea (https://www.notion.so/Riccardo-Pirlea-20265d57c00980cda549f5859ee11bc4?pvs=21)",,2-SF,DB%20Companies/Builtdifferent_Elevator_Pitch_INNOIVT_c13.pdf,,,Startup Acceleration,,Piedmont,,"Stefano Tazio,Riccardo Pirlea","https://www.linkedin.com/in/stefanotazio,https://www.linkedin.com/in/riccardopirlea",,,"€410,000.00",https://www.builtdifferent.it/,
ERA OPHTHALMICA,,,,C13 - LifeSciences / BioTech / Longevity,,eraophthalmica,,"ERA Ophthalmica provides home eye care solutions for macular degeneration, addressing accessibility for patients & providers. We offer paired clinic & home devices featuring unique customized remote therapy. Revenue is primarily from patient monthly subscriptions, ensuring recurrent income. Traction: prototype developed, clinical trial starting, preparing for FDA submission.",No,,"Fabian Chatwin Cedrati,Marco Morales",2020,"400,000",,MedTech,"October 9, 2025 10:17 AM",,,DB%20Companies/era_ophthalmica.png,DB%20Companies/ONE_PAGER___ERA_ophthalmica_2.docx,4292960244,"Fabian Chatwin Cedrati (https://www.notion.so/Fabian-Chatwin-Cedrati-1fc65d57c00980c086e7d3208fc58938?pvs=21), Marco Morales (https://www.notion.so/Marco-Morales-20265d57c00980a7a78deba9aecf94b1?pvs=21)",,2-SF,DB%20Companies/06_06_ERA_Pitch_rev4_5_short.pdf,,,Startup Acceleration,,Veneto,,"Fabian Chatwin Cedrati,Marco Morales","https://www.linkedin.com/in/fabianchatwin/,https://www.linkedin.com/in/marco-u-morales-ophthalmology",,,,https://eraophthalmica.com/,
Biolibrary,,,,C13 - LifeSciences / BioTech / Longevity,,biolibrary,,"Biolibrary is a Srsl that orthopedic platform with a library of orthopedic solutions. We aim to solve of the analogical and empirical production process for the production for Hospitals / Clinics and those who produce prostheses for Hospitals / clinics in an analogical way. We offer SaaS platform with a library of orthopedic solutions, distinguished by PCT for the production process. Our revenue comes from SaaS Software License. Currently, we have None.",No,,Antonio Puce,2016,,,MedTech,"May 26, 2025 11:35 AM",,,,,IT02273050449,Antonio Puce (https://www.notion.so/Antonio-Puce-1fc65d57c009803187bcd60637a14446?pvs=21),,2-No SF,,,,Startup Acceleration,,The Marches,,Antonio Puce,,,,,https://www.biolibrary.it/en/,
Pausetiv Srl,,,,C13 - LifeSciences / BioTech / Longevity,,pausetivsrl,,"Pausetiv is a femtech startup providing personalized multidisciplinary menopause care through telemedicine. We address the significant gap in reliable treatment for women aged 40-55, offering tailored treatment plans based on clinical protocols validated by our scientific committee. Our solution uniquely integrates medical expertise with a tracking app to continuously monitor symptoms and lifestyle. Our revenue model is B2B2C offering DTC treatment plans and consulting services to employers.",No,,Clarice Pinto,2024,Bootstrapped,,FashionTech,"June 3, 2025 4:32 PM",,,DB%20Companies/Pausetiv.png,DB%20Companies/ONE_PAGER_-_Pausetiv_INNOVIT.pdf,IT13504440960,Clarice Pinto (https://www.notion.so/Clarice-Pinto-1fc65d57c009805b891ff22146fcd789?pvs=21),,2-SF,DB%20Companies/250521_Pausetiv_Pitch_3_min_INNOVIT.pdf,,,Startup Acceleration,,Lombardy,,Clarice Pinto,https://www.linkedin.com/in/clarice-pinto-39578,,,"€420,000.00",https://pausetiv.com,
ImpattoZero srl,,,,C13 - LifeSciences / BioTech / Longevity,,impattozerosrl,,"ImpattoZero transforms farming with ""Farming on Demand,""using AI, neuroscience, and patented aquaponics to deliver high-nutrient, personalized crops. We target health-conscious consumers, HoReCa, and developers, offering plant space rentals, produce, and epigenetic consulting. Our unique model merges sustainability, blockchain transparency, AI optimization, and health innovation. Revenue comes from rentals, product sales, and consulting​​​​.",No,,Davide Balbi,2016,,,,"May 26, 2025 11:35 AM",,,,,2915800607,Davide Balbi (https://www.notion.so/Davide-Balbi-1fc65d57c00980a2a068dd4d17547884?pvs=21),,2-No SF,,,,Startup Acceleration,,Latium,,Davide Balbi,,,,,https://www.agricoltura2punto0.it/,
Klara,,,,C13 - LifeSciences / BioTech / Longevity,,klara,,"Klara is a fashion-tech innovation that integrates negative ionization into elegant eyewear, allowing users to breathe fresher, purified air—free from pollution, pollen, and bacteria—while enhancing the natural benefits of negative ions.",No,,"Riccardo Lovisetto,Cristian De Marchi",2025,-,,,"June 13, 2025 12:41 AM",,,DB%20Companies/KLARA.jpeg,DB%20Companies/Klara_-_One_Pager.docx,,"Riccardo Lovisetto (https://www.notion.so/Riccardo-Lovisetto-1fc65d57c0098081b0a1ebf84301e6d5?pvs=21), Cristian De Marchi (https://www.notion.so/Cristian-De-Marchi-20f65d57c00980f5acb0de73056d6148?pvs=21)",,2-SF,DB%20Companies/Klara_1min_Deck.pdf,,,Startup Acceleration,,Veneto,,"Riccardo Lovisetto,Cristian De Marchi","https://www.linkedin.com/in/riccardo-lovisetto-984b54223/,https://www.linkedin.com/in/cristian-de-marchi/",,,,https://www.wear-klara.com,
Into The Blue,,,,C13 - LifeSciences / BioTech / Longevity,,intotheblue,,"Into the Blue redefines longevity by sharing the secrets of Sardinia’s Blue Zone with the world. We help urban Americans and Northern Europeans break free from fast-paced, unhealthy lives and embrace the timeless habits of centenarians to live longer and happier. Through immersive pasta workshops, mountain hikes, goat cheese-making, and farm-to-table meals, we create transformative experiences rooted in tradition and connection. Clients invest in curated journeys that change their lives.",No,,"Mariateresa Luppu,Annacarla Denti",2025,-,,,"June 13, 2025 8:19 PM",,,DB%20Companies/Into_the_blue.png,"DB%20Companies/Into_the_blue_-_one_pager.pdf, DB%20Companies/one_pager_-_into_the_blue.pdf",IT01685430918,"Mariateresa Luppu (https://www.notion.so/Mariateresa-Luppu-1fc65d57c00980afb734fdd1d74cb0e6?pvs=21), Annacarla Denti (https://www.notion.so/Annacarla-Denti-20265d57c009803689a7c5641689493a?pvs=21)",,2-SF,DB%20Companies/06.05_INTO_THE_BLUE_PITCH.pdf,,,Startup Acceleration,,Sardinia,,"Mariateresa Luppu,Annacarla Denti","https://www.linkedin.com/in/mariateresa-luppu-a78553148/,https://www.linkedin.com/in/annacarla-denti/",,,,www.intotheblue-experience.com / https://www.linkedin.com/company/into-the-blue-experience/,
Lemons in the room,,,,C13 - LifeSciences / BioTech / Longevity,,lemonsintheroom,,"Digital health startup using virtual reality to reduce anxiety and pain during medical procedures. We offer hospitals an immersive, empathic VR solution through a B2B model. Active in Careggi, Meyer, and Le Scotte hospitals, we’ve run pilots in over ten departments with a 90% satisfaction rate.",No,,Alessandro Napoli,2024,"120,000",,,"March 18, 2026 6:28 PM",,,DB%20Companies/Lemons_in_the_room.png,"DB%20Companies/One_Product_Page.pdf, DB%20Companies/one_page.pdf",7331220488,Alessandro Napoli (https://www.notion.so/Alessandro-Napoli-20265d57c0098018b5ddee3a41650d9b?pvs=21),,2-SF,DB%20Companies/Pitch_deck_eng.pdf,,,Startup Acceleration,,Tuscany,,Alessandro Napoli,https://www.linkedin.com/in/alessandro-napolix2,,,"€24,000.00",https://lemonsintheroom.com,
Elephant Brain Lab srl,,,,C13 - LifeSciences / BioTech / Longevity,,elephantbrainlabsrl,,"We aim to democratize quantitative electroencephalography (qEEG) and neurofeedback through a unique hardware and software solution for remote sessions. An AI agent in virtual reality will assist end-users by managing various tasks. The Agent will also guide and support clinicians in qEEG analysis, report generation, and protocol development. Our current target market consists of clinicians or supervisors of peak-performance teams. We have received a few LOI from clinicians in Europe and the USA.",No,,"Marco Rotonda,Lorenzo Nardelli",2025,"150,000",,,"October 9, 2025 10:17 AM",,,DB%20Companies/Elephant_brain_lab.png,DB%20Companies/ONE_PAGER_-_Elephant.docx,IT18060351006,"Marco Rotonda (https://www.notion.so/Marco-Rotonda-1fc65d57c00980f2b5ddd93044508340?pvs=21), Lorenzo Nardelli (https://www.notion.so/Lorenzo-Nardelli-20f65d57c0098037a437fc036f35eae8?pvs=21)",,2-SF,DB%20Companies/Elephant_Deck_SF_25_comp.pdf,,,Startup Acceleration,,Latium,,"Marco Rotonda,Lorenzo Nardelli","https://www.linkedin.com/in/marco-rotonda/,https://www.linkedin.com/in/lorenzo-nardelli/",,,,https://elephantbrainlab.com/,
SlimNet Srl,,,,C13 - LifeSciences / BioTech / Longevity,,slimnetsrl,,"SlimNet is a digital health company that helps private medical clinics quickly build a solid business in the weight loss drug market by adopting a validated multiprofessional model based on a franchising approach. The company offers access to a digital platform that includes patient generation systems, scientific and commercial training, marketing automation. Our main strength lies in the integration of clinical excellence and scalability. Revenue comes from royalties on patients.",No,," Maurizio Fratta,Federico Bardelli",2025,"125,000",,,"June 13, 2025 12:42 AM",,,DB%20Companies/Slimnet.jpg,DB%20Companies/ONE_PAGER_-_Slimnet.pdf,IT01975890938," Maurizio Fratta (https://www.notion.so/Maurizio-Fratta-1fc65d57c0098064ad51ff33ee6de05e?pvs=21), Federico Bardelli (https://www.notion.so/Federico-Bardelli-20265d57c00980bfbf21e7915f57e46b?pvs=21)",,2-SF,DB%20Companies/_SlimNet_Pitch_-_Innovit_-_04_06_25_vv.pdf,,,Startup Acceleration,,Friuli-Venezia Giulia,," Maurizio Fratta,Federico Bardelli","https://it.linkedin.com/in/maurizio-fratta-05937b96,https://www.linkedin.com/in/federico-bardelli-745356310",,,€0.00,https://www.slimnet.eu,
Gemelli Digital Medicine & Health srl,,,,C13 - LifeSciences / BioTech / Longevity,,gemellidigitalmedicine&healthsrl,,"Gemelli Digital Medicine & Health (GDMH), fully owned by Fondazione Policlinico Gemelli, develops digital medicine solutions to enhance healthcare efficiency. We support healthcare and biotech with platforms merging clinical expertise and digital innovation. Our e-health, AI diagnostics, and transformation accelerators keep specialists central in ideation, development, and implementation. GDMH partners in EU programs like Horizon 2020 and IHI.",No,,"Marta Onniboni,Rebecca Iacopini",2021,"1,000,000",,,"October 9, 2025 10:17 AM",,,DB%20Companies/GemelliDigitalMedicineEHealth_negativo.png,DB%20Companies/ONE_PAGER___GDMH.pdf,16368451007,"Marta Onniboni (https://www.notion.so/Marta-Onniboni-20e65d57c009803ea8a2f834d2090cfc?pvs=21), Rebecca Iacopini (https://www.notion.so/Rebecca-Iacopini-20e65d57c009800ca009e1d6a88cda00?pvs=21)",,2-SF,DB%20Companies/Pitch_GDMH_Innovit.pdf,,,Startup Acceleration,,Latium,,"Marta Onniboni,Rebecca Iacopini","https://www.linkedin.com/in/marta-onniboni-a9b812194,https://www.linkedin.com/in/rebecca-iacopini-b37a991b8",,,,https://gdmh.it/,
zanbiotech,,,,C13 - LifeSciences / BioTech / Longevity,,zanbiotech,,"Zanbiotech is a pioneering biotechnology company specializing in personalized medicine and regenerative therapies. We develop innovative growth factor-based formulation and tailored protocols to overcome the limitations of standardized treatments. We generate revenue through personalized treatments, specialized consultations (farmacogentica) and licenses for our patented protocols, and development of new products based on growth factors.",No,,"Antonio Zancocchia,Maria Gilda Meduri",2023,"200,000",,,"June 13, 2025 12:42 AM",,,DB%20Companies/logo_colore01-zanbiotech.jpg,DB%20Companies/ONE_PAGER_-_Zanbiotech.pdf,2143370670,"Antonio Zancocchia (https://www.notion.so/Antonio-Zancocchia-20265d57c0098072bd61ebcbfa20ba08?pvs=21), Maria Gilda Meduri (https://www.notion.so/Maria-Gilda-Meduri-20265d57c0098099b7e6d22b7bbcfcd0?pvs=21)",,2-SF,DB%20Companies/ZANBIOTECH_PITCH_definitivo.pdf,,,Startup Acceleration,,Abruzzo,,"Antonio Zancocchia,Maria Gilda Meduri",,,,,https://www.zanbiotech.com,
AllStent,,,,C13 - LifeSciences / BioTech / Longevity,,allstent,,"Medtech startup developing AI “digital twin” sw for TEVAR. We reduce complications, reinterventions, and deaths from poor stent selection. Our CDSS helps surgeons choose the best option per patient. Target users are surgeons and radiologists; buyers include Big Four stent makers and adjacent players. We uniquely simulate the thoracic aorta with 90% accuracy, validated on clinical data. Revenue comes from B2B SaaS licensing. We aim for FDA clearancance under 12months.",No,,Paul Chipperton,2024,,,,"May 23, 2025 1:02 PM",,,,,13859770961,Paul Chipperton (https://www.notion.so/Paul-Chipperton-1fc65d57c0098058b630d8bfd9e2a204?pvs=21),,1,,,,Startup Acceleration,,Lombardy,,Paul Chipperton,,,,,https://www.allstent.com/,
Well-Rehab srl,,,,C13 - LifeSciences / BioTech / Longevity,,well-rehabsrl,,"Neck and back musculoskeletal pain reduction protocols, dedicated to company employees.  The protocols are divided into three phases, with 15' sessions to allow company employees to carry them out anywhere, even in the office.",No,,Emanuele Maria Leonardi,2025,,,,"May 23, 2025 1:02 PM",,,,,18055051009,Emanuele Maria Leonardi (https://www.notion.so/Emanuele-Maria-Leonardi-1fc65d57c00980668ea6e837da111b3a?pvs=21),,1,,,,Startup Acceleration,,Latium,,Emanuele Maria Leonardi,,,,,https://www.well-rehab.com/,
Mangofit srl,,,,C13 - LifeSciences / BioTech / Longevity,,mangofitsrl,,"Mangofit is an Italian B2B wellness tech company that empowers personal trainers — the key figures in people’s health and wellbeing — to deliver more effective, personalized coaching experiences.",No,,Matteo Melina,2023,,,,"May 23, 2025 1:02 PM",,,,,7179930826,Matteo Melina (https://www.notion.so/Matteo-Melina-1fc65d57c00980748aeee0a051ab32f8?pvs=21),,1,,,,Startup Acceleration,,Sicily,,Matteo Melina,,,,,https://www.mangofitapp.com/,
Clean OS Srl,,,,C13 - LifeSciences / BioTech / Longevity,,cleanossrl,,"Clean OS is a healthtech startup transforming oral care by tackling the $710 billion spent annually on preventable oral diseases, focusing on gingivitis and periodontitis patients. Our flagship product, the world’s first personalized electric toothbrush, delivers medical-grade hygiene in just 30 seconds, replacing traditional brushes, floss, and interdental tools. We commercialize via partner clinics, 43 as of today, making oral health more accessible by offering users discounts on treatments",No,,Giovanni Tuccari,2024,,,,"May 23, 2025 1:02 PM",,,,,13621330961,Giovanni Tuccari (https://www.notion.so/Giovanni-Tuccari-19865d57c0098096a752ca61025555a9?pvs=21),,1,,,,Startup Acceleration,,Lombardy,,Giovanni Tuccari,https://www.linkedin.com/in/giovanni-tuccari-2b5289114/,,,,https://www.thecleanos.com/,
Innovatech srl,,,,C13 - LifeSciences / BioTech / Longevity,,innovatechsrl,,"INNOVATECH develops AI and telemedicine solutions for remote care. CheckMED® monitors vital signs via an IoT device that turns into a sphygmomanometer. Olivia® is a digital caregiver with conversational AI offering wellness advice. Target: families, healthcare providers, insurers. Revenue from device sales, licenses, and subscriptions. Accurate, user-friendly solutions, validated by early adopters",No,,Giuseppe Giorgianni,2024,,,,"May 23, 2025 1:02 PM",,,,,IT04600470985,Giuseppe Giorgianni (https://www.notion.so/Giuseppe-Giorgianni-1fc65d57c0098096ae9fde3d88ce2ff9?pvs=21),,1,,,,Startup Acceleration,,Lombardy,,Giuseppe Giorgianni,,,,,https://www.innovatech.info,
